PROCEDIMENTO,RN (ALTERACAO),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPITULO
BIÓPSIA DE MÚSCULO,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESBRIDAMENTO CIRÚRGICO DE FERIDAS OU EXTREMIDADES,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESINSERÇÃO OU MIOTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DISSECÇÃO MUSCULAR,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO,RN (alteração),VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
DRENAGEM CIRÚRGICA DO PSOAS,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FASCIOTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MIORRAFIAS,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPOSIÇÃO MUSCULAR,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,MÚSCULOS E FASCIAS,SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABERTURA DE BAINHA TENDINOSA - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ALONGAMENTO DE TENDÕES - TRATAMENTO CRUENTO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"BIÓPSIAS CIRÚRGICAS DE TENDÕES, BURSAS E SINÓVIAS",SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BURSECTOMIA - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CISTO SINOVIAL - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENCURTAMENTO DE TENDÃO - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SÍNDROME DO CANAL CARPIANO - TRATAMENTO CRUENTO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SINOVECTOMIA - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENOARTROPLASTIA PARA OSSOS DO CARPO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENODESE,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENÓLISE NO TÚNEL ÓSTEO FIBROSO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENÓLISE/TENDONESE - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENOPLASTIA / ENXERTO DE TENDÃO - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENOPLASTIA DE TENDÃO EM OUTRAS REGIÕES,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENORRAFIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO,RN (alteração),VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
TENOSSINOVECTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENOSSINOVITES ESTENOSANTES - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENOSSINOVITES INFECCIOSAS - DRENAGEM,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENOTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPOSIÇÃO DE TENDÃO - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR ÓSSEO (RESSECÇÃO COM SUBSTITUIÇÃO),SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR ÓSSEO (RESSECÇÃO E ARTRODESE),SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR ÓSSEO (RESSECÇÃO E ENXERTO),SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR ÓSSEO (RESSECÇÃO SEGMENTAR),SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR ÓSSEO (RESSECÇÃO SIMPLES),SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMORES DE TENDÃO OU SINOVIAL - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,"TENDÕES, BURSAS E SINÓVIAS",SISTEMA MÚSCULO-ESQUELÉTICO E ARTICULAÇÕES,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"COLOCAÇÃO DE ÓRTESE OU PRÓTESE TRAQUEAL, TRAQUEOBRÔNQUICA OU BRÔNQUICA, INCLUSIVE POR VIA ENDOSCÓPICA",SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FECHAMENTO DE FÍSTULA TRÁQUEO-CUTÂNEA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PLASTIA DE TRAQUEOSTOMA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PUNÇÃO TRAQUEAL,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO CARINAL (TRAQUEOBRÔNQUICA),SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR TRAQUEAL,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR TRAQUEAL POR VIDEOTORACOSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAQUEOPLASTIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO,RN (alteração),VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
TRAQUEORRAFIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAQUEORRAFIA POR VIDEOTORACOSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAQUEOSTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAQUEOSTOMIA COM COLOCAÇÃO DE ÓRTESE OU PRÓTESE TRAQUEAL OU TRAQUEOBRÔNQUICA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAQUEOSTOMIA MEDIASTINAL,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAQUEOTOMIA OU FECHAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE FÍSTULA TRAQUEOESOFÁGICA ADQUIRIDA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TROCA DE PRÓTESE TRÁQUEO-ESOFÁGICA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BRONCOPLASTIA E/OU ARTERIOPLASTIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,BRÔNQUIOS,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BRONCOPLASTIA E/OU ARTERIOPLASTIA POR VIDEOTORACOSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,BRÔNQUIOS,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BRONCOTOMIA E/OU BRONCORRAFIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,BRÔNQUIOS,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BRONCOTOMIA E/OU BRONCORRAFIA POR VIDEOTORACOSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,BRÔNQUIOS,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLOCAÇÃO DE MOLDE BRÔNQUICO POR TORACOTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,BRÔNQUIOS,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BULECTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BULECTOMIA POR VIDEOTORACOSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA REDUTORA DO VOLUME PULMONAR,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CISTO PULMONAR CONGÊNITO - TRATAMENTO CIRÚRGICO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORREÇÃO DE FÍSTULA BRONCO-PLEURAL,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DRENAGEM TUBULAR ABERTA DE CAVIDADE PULMONAR,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO,RN (alteração),VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
DRENAGEM TUBULAR ABERTA DE CAVIDADE PULMONAR POR VIDEOTORACOSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EMBOLECTOMIA PULMONAR,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LOBECTOMIA POR MALFORMAÇÃO PULMONAR,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LOBECTOMIA PULMONAR,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LOBECTOMIA PULMONAR POR VIDEOTORACOSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
METASTASECTOMIA PULMONAR,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
METASTASECTOMIA PULMONAR POR VIDEOTORACOSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NODULECTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PNEUMONECTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PNEUMONECTOMIA DE TOTALIZAÇÃO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PNEUMORRAFIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PNEUMOSTOMIA (CAVERNOSTOMIA) COM COSTECTOMIA E ESTOMA CUTÂNEO-CAVITÁRIO,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
POSICIONAMENTO DE AGULHAS RADIATIVAS POR TORACOTOMIA (BRAQUITERAPIA),SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SEGMENTECTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SEGMENTECTOMIA POR VIDEOTORACOSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA PERCUTÂNEA DE PLEURA POR AGULHA,SEM VALOR,SEM VALOR,SEM VALOR,Seg. Ambulatorial,HCO,HSO,REF,SEM VALOR,SEM VALOR,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESCORTICAÇÃO PULMONAR,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESCORTICAÇÃO PULMONAR POR VIDEOTORACOSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PLEURECTOMIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO,RN (alteração),VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
PLEURECTOMIA POR VIDEOTORACOSCOPIA,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PLEURODESE,SEM VALOR,SEM VALOR,SEM VALOR,SEM VALOR,HCO,HSO,REF,SEM VALOR,SEM VALOR,PLEURA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
